ano;cod_reg;uf;uf_nome;cod_mun;municipio;pib;pib_p_capta
2019;17;TO ;Tocantins           ;1721208;Tocantinópolis                                                                                                                  ;325410298;14228.70
2019;17;TO ;Tocantins           ;1721257;Tupirama                                                                                                                        ;53895105;28500.85
2019;17;TO ;Tocantins           ;1721307;Tupiratins                                                                                                                      ;31483137;11787.02
2019;17;TO ;Tocantins           ;1722081;Wanderlândia                                                                                                                    ;134843121;11541.82
2019;17;TO ;Tocantins           ;1722107;Xambioá                                                                                                                         ;281086468;24357.58
2019;21;MA ;Maranhão            ;2100055;Açailândia                                                                                                                      ;2357042798;20961.74
2019;21;MA ;Maranhão            ;2100105;Afonso Cunha                                                                                                                    ;46161765;7075.68
2019;21;MA ;Maranhão            ;2100154;Água Doce do Maranhão                                                                                                           ;86648429;6892.72
2019;21;MA ;Maranhão            ;2100204;Alcântara                                Região Metropolitana da Grande São Luís                                                ;125751639;5690.89
2019;21;MA ;Maranhão            ;2100303;Aldeias Altas                                                                                                                   ;199596818;7522.87
2019;21;MA ;Maranhão            ;2100402;Altamira do Maranhão                                                                                                            ;58788527;7232.84
2019;21;MA ;Maranhão            ;2100436;Alto Alegre do Maranhão                                                                                                         ;262723370;9711.43
2019;21;MA ;Maranhão            ;2100477;Alto Alegre do Pindaré                                                                                                          ;206103394;6457.08
2019;21;MA ;Maranhão            ;2100501;Alto Parnaíba                                                                                                                   ;339118501;30305.50
2019;21;MA ;Maranhão            ;2100550;Amapá do Maranhão                                                                                                               ;51979810;7466.22
2019;21;MA ;Maranhão            ;2100600;Amarante do Maranhão                                                                                                            ;306976971;7408.64
2019;21;MA ;Maranhão            ;2100709;Anajatuba                                                                                                                       ;171295332;6390.90
2019;21;MA ;Maranhão            ;2100808;Anapurus                                                                                                                        ;121105906;7698.06
2019;21;MA ;Maranhão            ;2100832;Apicum-Açu                                                                                                                      ;117759208;6830.98
2019;21;MA ;Maranhão            ;2100873;Araguanã                                                                                                                        ;79631955;5162.19
2019;21;MA ;Maranhão            ;2100907;Araioses                                                                                                                        ;270227984;5818.86
2019;21;MA ;Maranhão            ;2100956;Arame                                                                                                                           ;236635597;7236.34
2019;21;MA ;Maranhão            ;2101004;Arari                                                                                                                           ;252650299;8464.56
2019;21;MA ;Maranhão            ;2101103;Axixá                                    Região Metropolitana da Grande São Luís                                                ;78701611;6488.18
2019;21;MA ;Maranhão            ;2101202;Bacabal                                                                                                                         ;1257079304;11978.00
2019;21;MA ;Maranhão            ;2101251;Bacabeira                                Região Metropolitana da Grande São Luís                                                ;253430197;14859.58
2019;21;MA ;Maranhão            ;2101301;Bacuri                                                                                                                          ;114156689;6143.40
2019;21;MA ;Maranhão            ;2101350;Bacurituba                                                                                                                      ;35683896;6322.45
2019;21;MA ;Maranhão            ;2101400;Balsas                                                                                                                          ;3495336269;36836.83
2019;21;MA ;Maranhão            ;2101509;Barão de Grajaú                                                                                                                 ;203725082;10824.92
2019;21;MA ;Maranhão            ;2101608;Barra do Corda                                                                                                                  ;712106071;8072.67
2019;21;MA ;Maranhão            ;2101707;Barreirinhas                                                                                                                    ;482388103;7714.75
2019;21;MA ;Maranhão            ;2101731;Belágua                                                                                                                         ;47351166;6339.69
2019;21;MA ;Maranhão            ;2101772;Bela Vista do Maranhão                                                                                                          ;82484249;7358.75
2019;21;MA ;Maranhão            ;2101806;Benedito Leite                                                                                                                  ;42639400;7570.92
2019;21;MA ;Maranhão            ;2101905;Bequimão                                                                                                                        ;122933695;5776.96
2019;21;MA ;Maranhão            ;2101939;Bernardo do Mearim                                                                                                              ;51278441;8485.59
2019;21;MA ;Maranhão            ;2101970;Boa Vista do Gurupi                                                                                                             ;59699485;6428.29
2019;21;MA ;Maranhão            ;2102002;Bom Jardim                                                                                                                      ;318249086;7644.71
2019;21;MA ;Maranhão            ;2102036;Bom Jesus das Selvas                                                                                                            ;278479618;8183.84
2019;21;MA ;Maranhão            ;2102077;Bom Lugar                                                                                                                       ;93833752;5758.79
2019;21;MA ;Maranhão            ;2102101;Brejo                                                                                                                           ;255386131;7016.68
2019;21;MA ;Maranhão            ;2102150;Brejo de Areia                                                                                                                  ;58834440;6403.40
2019;21;MA ;Maranhão            ;2102200;Buriti                                                                                                                          ;191950101;6693.29
2019;21;MA ;Maranhão            ;2102309;Buriti Bravo                                                                                                                    ;173257682;7254.13
2019;21;MA ;Maranhão            ;2102325;Buriticupu                                                                                                                      ;548058135;7574.26
2019;21;MA ;Maranhão            ;2102358;Buritirana                               Região Metropolitana do Sudoeste Maranhense                                            ;96203393;6234.83
2019;21;MA ;Maranhão            ;2102374;Cachoeira Grande                         Região Metropolitana da Grande São Luís                                                ;56014986;5939.45
2019;21;MA ;Maranhão            ;2102408;Cajapió                                                                                                                         ;59647883;5336.66
2019;21;MA ;Maranhão            ;2102507;Cajari                                                                                                                          ;109598849;5655.55
2019;21;MA ;Maranhão            ;2102556;Campestre do Maranhão                                                                                                           ;197617337;13748.25
2019;21;MA ;Maranhão            ;2102606;Cândido Mendes                                                                                                                  ;135847248;6732.44
2019;21;MA ;Maranhão            ;2102705;Cantanhede                                                                                                                      ;130784205;5946.09
2019;21;MA ;Maranhão            ;2102754;Capinzal do Norte                                                                                                               ;166015878;15183.45
2019;21;MA ;Maranhão            ;2102804;Carolina                                                                                                                        ;353287699;14525.44
2019;21;MA ;Maranhão            ;2102903;Carutapera                                                                                                                      ;166809052;7006.72
2019;21;MA ;Maranhão            ;2103000;Caxias                                                                                                                          ;1814298623;11003.75
2019;21;MA ;Maranhão            ;2103109;Cedral                                                                                                                          ;68865214;6451.07
2019;21;MA ;Maranhão            ;2103125;Central do Maranhão                                                                                                             ;46964210;5414.99
2019;21;MA ;Maranhão            ;2103158;Centro do Guilherme                                                                                                             ;86298517;6412.43
2019;21;MA ;Maranhão            ;2103174;Centro Novo do Maranhão                                                                                                         ;138160563;6389.81
2019;21;MA ;Maranhão            ;2103208;Chapadinha                                                                                                                      ;738027494;9262.97
2019;21;MA ;Maranhão            ;2103257;Cidelândia                                                                                                                      ;145017724;9867.16
2019;21;MA ;Maranhão            ;2103307;Codó                                                                                                                            ;1035102016;8425.12
2019;21;MA ;Maranhão            ;2103406;Coelho Neto                                                                                                                     ;363804607;7359.25
2019;21;MA ;Maranhão            ;2103505;Colinas                                                                                                                         ;403959589;9810.08
2019;21;MA ;Maranhão            ;2103554;Conceição do Lago-Açu                                                                                                           ;123274075;7592.17
2019;21;MA ;Maranhão            ;2103604;Coroatá                                                                                                                         ;444376219;6805.57
2019;21;MA ;Maranhão            ;2103703;Cururupu                                                                                                                        ;230658606;7054.86
2019;21;MA ;Maranhão            ;2103752;Davinópolis                              Região Metropolitana do Sudoeste Maranhense                                            ;436086215;33784.18
2019;21;MA ;Maranhão            ;2103802;Dom Pedro                                                                                                                       ;235257715;10075.28
2019;21;MA ;Maranhão            ;2103901;Duque Bacelar                                                                                                                   ;75989176;6695.67
2019;21;MA ;Maranhão            ;2104008;Esperantinópolis                                                                                                                ;143635376;8331.04
2019;21;MA ;Maranhão            ;2104057;Estreito                                                                                                                        ;942259660;22463.64
2019;21;MA ;Maranhão            ;2104073;Feira Nova do Maranhão                                                                                                          ;81561608;9590.97
2019;21;MA ;Maranhão            ;2104081;Fernando Falcão                                                                                                                 ;69038851;6663.98
2019;21;MA ;Maranhão            ;2104099;Formosa da Serra Negra                                                                                                          ;145681682;7631.71
2019;21;MA ;Maranhão            ;2104107;Fortaleza dos Nogueiras                                                                                                         ;160698750;12722.57
2019;21;MA ;Maranhão            ;2104206;Fortuna                                                                                                                         ;111195290;7149.90
2019;21;MA ;Maranhão            ;2104305;Godofredo Viana                                                                                                                 ;408811599;34589.36
2019;21;MA ;Maranhão            ;2104404;Gonçalves Dias                                                                                                                  ;127273279;7096.76
2019;21;MA ;Maranhão            ;2104503;Governador Archer                                                                                                               ;68147949;6286.71
2019;21;MA ;Maranhão            ;2104552;Governador Edison Lobão                  Região Metropolitana do Sudoeste Maranhense                                            ;266117328;14545.11
2019;21;MA ;Maranhão            ;2104602;Governador Eugênio Barros                                                                                                       ;102723991;6104.35
2019;21;MA ;Maranhão            ;2104628;Governador Luiz Rocha                                                                                                           ;52836325;6767.81
2019;21;MA ;Maranhão            ;2104651;Governador Newton Bello                                                                                                         ;67181384;6599.35
2019;21;MA ;Maranhão            ;2104677;Governador Nunes Freire                                                                                                         ;220741098;8630.45
2019;21;MA ;Maranhão            ;2104701;Graça Aranha                                                                                                                    ;41108933;6564.82
2019;21;MA ;Maranhão            ;2104800;Grajaú                                                                                                                          ;740104886;10644.86
2019;21;MA ;Maranhão            ;2104909;Guimarães                                                                                                                       ;82736275;6877.50
2019;21;MA ;Maranhão            ;2105005;Humberto de Campos                                                                                                              ;161604340;5627.48
2019;21;MA ;Maranhão            ;2105104;Icatu                                    Região Metropolitana da Grande São Luís                                                ;162343317;5987.66
2019;21;MA ;Maranhão            ;2105153;Igarapé do Meio                                                                                                                 ;198011631;13967.10
2019;21;MA ;Maranhão            ;2105203;Igarapé Grande                                                                                                                  ;93441421;8254.54
2019;21;MA ;Maranhão            ;2105302;Imperatriz                               Região Metropolitana do Sudoeste Maranhense                                            ;7458048214;28830.95
2019;21;MA ;Maranhão            ;2105351;Itaipava do Grajaú                                                                                                              ;87607249;5456.02
2019;21;MA ;Maranhão            ;2105401;Itapecuru Mirim                                                                                                                 ;553391259;8113.88
2019;21;MA ;Maranhão            ;2105427;Itinga do Maranhão                                                                                                              ;328526378;12635.63
2019;21;MA ;Maranhão            ;2105450;Jatobá                                                                                                                          ;66882889;6587.50
2019;21;MA ;Maranhão            ;2105476;Jenipapo dos Vieiras                                                                                                            ;97772632;5920.23
2019;21;MA ;Maranhão            ;2105500;João Lisboa                              Região Metropolitana do Sudoeste Maranhense                                            ;214359275;9070.72
2019;21;MA ;Maranhão            ;2105609;Joselândia                                                                                                                      ;85329695;5277.69
2019;21;MA ;Maranhão            ;2105658;Junco do Maranhão                                                                                                               ;43618969;12709.49
2019;21;MA ;Maranhão            ;2105708;Lago da Pedra                                                                                                                   ;415035621;8256.79
2019;21;MA ;Maranhão            ;2105807;Lago do Junco                                                                                                                   ;70236999;6479.43
2019;21;MA ;Maranhão            ;2105906;Lago Verde                                                                                                                      ;116801796;7184.71
2019;21;MA ;Maranhão            ;2105922;Lagoa do Mato                                                                                                                   ;74415818;6614.74
2019;21;MA ;Maranhão            ;2105948;Lago dos Rodrigues                                                                                                              ;74902581;8441.63
2019;21;MA ;Maranhão            ;2105963;Lagoa Grande do Maranhão                                                                                                        ;77199546;6775.46
2019;21;MA ;Maranhão            ;2105989;Lajeado Novo                                                                                                                    ;74055327;9808.65
2019;21;MA ;Maranhão            ;2106003;Lima Campos                                                                                                                     ;148288638;12468.56
2019;21;MA ;Maranhão            ;2106102;Loreto                                                                                                                          ;193591331;15924.27
2019;21;MA ;Maranhão            ;2106201;Luís Domingues                                                                                                                  ;46196504;6646.02
2019;21;MA ;Maranhão            ;2106300;Magalhães de Almeida                                                                                                            ;118413914;5972.66
2019;21;MA ;Maranhão            ;2106326;Maracaçumé                                                                                                                      ;172340330;8055.17
2019;21;MA ;Maranhão            ;2106359;Marajá do Sena                                                                                                                  ;61165175;7849.74
2019;21;MA ;Maranhão            ;2106375;Maranhãozinho                                                                                                                   ;102470656;6300.07
2019;21;MA ;Maranhão            ;2106409;Mata Roma                                                                                                                       ;145593628;8651.35
2019;21;MA ;Maranhão            ;2106508;Matinha                                                                                                                         ;165707914;7090.63
2019;21;MA ;Maranhão            ;2106607;Matões                                                                                                                          ;194797211;5766.30
2019;21;MA ;Maranhão            ;2106631;Matões do Norte                                                                                                                 ;75065283;4482.85
2019;21;MA ;Maranhão            ;2106672;Milagres do Maranhão                                                                                                            ;49939069;5900.17
2019;21;MA ;Maranhão            ;2106706;Mirador                                                                                                                         ;181429992;8633.36
2019;21;MA ;Maranhão            ;2106755;Miranda do Norte                                                                                                                ;482234556;16991.46
2019;21;MA ;Maranhão            ;2106805;Mirinzal                                                                                                                        ;95253076;6366.33
2019;21;MA ;Maranhão            ;2106904;Monção                                                                                                                          ;234780385;7022.20
2019;21;MA ;Maranhão            ;2107001;Montes Altos                             Região Metropolitana do Sudoeste Maranhense                                            ;62892255;6865.97
2019;21;MA ;Maranhão            ;2107100;Morros                                   Região Metropolitana da Grande São Luís                                                ;135316401;6963.23
2019;21;MA ;Maranhão            ;2107209;Nina Rodrigues                                                                                                                  ;77043071;5330.22
2019;21;MA ;Maranhão            ;2107258;Nova Colinas                                                                                                                    ;56684948;10528.41
2019;21;MA ;Maranhão            ;2107308;Nova Iorque                                                                                                                     ;38421453;8204.45
2019;21;MA ;Maranhão            ;2107357;Nova Olinda do Maranhão                                                                                                         ;141322642;6752.80
2019;21;MA ;Maranhão            ;2107407;Olho d'Água das Cunhãs                                                                                                          ;148789624;7628.28
2019;21;MA ;Maranhão            ;2107456;Olinda Nova do Maranhão                                                                                                         ;89151931;6064.34
2019;21;MA ;Maranhão            ;2107506;Paço do Lumiar                           Região Metropolitana da Grande São Luís                                                ;992331470;8120.75
2019;21;MA ;Maranhão            ;2107605;Palmeirândia                                                                                                                    ;125226520;6349.59
2019;21;MA ;Maranhão            ;2107704;Paraibano                                                                                                                       ;165569615;7741.96
2019;21;MA ;Maranhão            ;2107803;Parnarama                                                                                                                       ;235574592;6748.63
2019;21;MA ;Maranhão            ;2107902;Passagem Franca                                                                                                                 ;154387497;8117.54
2019;21;MA ;Maranhão            ;2108009;Pastos Bons                                                                                                                     ;198419937;10190.01
2019;21;MA ;Maranhão            ;2108058;Paulino Neves                                                                                                                   ;104790936;6535.14
2019;21;MA ;Maranhão            ;2108108;Paulo Ramos                                                                                                                     ;162575487;7726.97
2019;21;MA ;Maranhão            ;2108207;Pedreiras                                                                                                                       ;583302378;14869.16
2019;21;MA ;Maranhão            ;2108256;Pedro do Rosário                                                                                                                ;146944728;5844.13
2019;21;MA ;Maranhão            ;2108306;Penalva                                                                                                                         ;217378945;5650.61
2019;21;MA ;Maranhão            ;2108405;Peri Mirim                                                                                                                      ;77551851;5416.39
2019;21;MA ;Maranhão            ;2108454;Peritoró                                                                                                                        ;203358028;8766.94
2019;21;MA ;Maranhão            ;2108504;Pindaré-Mirim                                                                                                                   ;270134553;8200.56
2019;21;MA ;Maranhão            ;2108603;Pinheiro                                                                                                                        ;896948039;10756.45
2019;21;MA ;Maranhão            ;2108702;Pio XII                                                                                                                         ;141080609;6566.47
2019;21;MA ;Maranhão            ;2108801;Pirapemas                                                                                                                       ;116213626;6239.66
2019;21;MA ;Maranhão            ;2108900;Poção de Pedras                                                                                                                 ;152659499;8541.35
2019;21;MA ;Maranhão            ;2109007;Porto Franco                                                                                                                    ;517823096;21679.84
2019;21;MA ;Maranhão            ;2109056;Porto Rico do Maranhão                                                                                                          ;44684558;7478.59
2019;21;MA ;Maranhão            ;2109106;Presidente Dutra                                                                                                                ;585585025;12249.71
2019;21;MA ;Maranhão            ;2109205;Presidente Juscelino                     Região Metropolitana da Grande São Luís                                                ;82197029;6454.93
2019;21;MA ;Maranhão            ;2109239;Presidente Médici                                                                                                               ;48279002;6882.25
2019;21;MA ;Maranhão            ;2109270;Presidente Sarney                                                                                                               ;129161466;6827.44
2019;21;MA ;Maranhão            ;2109304;Presidente Vargas                                                                                                               ;68627039;6131.25
2019;21;MA ;Maranhão            ;2109403;Primeira Cruz                                                                                                                   ;71617834;4676.32
2019;21;MA ;Maranhão            ;2109452;Raposa                                   Região Metropolitana da Grande São Luís                                                ;250623939;8147.46
2019;21;MA ;Maranhão            ;2109502;Riachão                                                                                                                         ;335435738;16609.84
2019;21;MA ;Maranhão            ;2109551;Ribamar Fiquene                          Região Metropolitana do Sudoeste Maranhense                                            ;94325717;12107.01
2019;21;MA ;Maranhão            ;2109601;Rosário                                  Região Metropolitana da Grande São Luís                                                ;371815867;8699.48
2019;21;MA ;Maranhão            ;2109700;Sambaíba                                                                                                                        ;187254467;33019.66
2019;21;MA ;Maranhão            ;2109759;Santa Filomena do Maranhão                                                                                                      ;51152950;6580.85
2019;21;MA ;Maranhão            ;2109809;Santa Helena                                                                                                                    ;269185071;6389.39
2019;21;MA ;Maranhão            ;2109908;Santa Inês                                                                                                                      ;1245837384;13991.26
2019;21;MA ;Maranhão            ;2110005;Santa Luzia                                                                                                                     ;562325238;7738.39
2019;21;MA ;Maranhão            ;2110039;Santa Luzia do Paruá                                                                                                            ;209953184;8313.66
2019;21;MA ;Maranhão            ;2110104;Santa Quitéria do Maranhão                                                                                                      ;183337414;7149.89
2019;21;MA ;Maranhão            ;2110203;Santa Rita                               Região Metropolitana da Grande São Luís                                                ;281370707;7432.85
2019;21;MA ;Maranhão            ;2110237;Santana do Maranhão                                                                                                             ;66994235;5004.80
2019;21;MA ;Maranhão            ;2110278;Santo Amaro do Maranhão                                                                                                         ;79028029;4987.25
2019;21;MA ;Maranhão            ;2110302;Santo Antônio dos Lopes                                                                                                         ;1864780974;128357.72
2019;21;MA ;Maranhão            ;2110401;São Benedito do Rio Preto                                                                                                       ;126522253;6779.31
2019;21;MA ;Maranhão            ;2110500;São Bento                                                                                                                       ;271177209;5998.04
2019;21;MA ;Maranhão            ;2110609;São Bernardo                                                                                                                    ;283893190;9958.72
2019;21;MA ;Maranhão            ;2110658;São Domingos do Azeitão                                                                                                         ;174263803;23574.65
2019;21;MA ;Maranhão            ;2110708;São Domingos do Maranhão                                                                                                        ;291706577;8485.76
2019;21;MA ;Maranhão            ;2110807;São Félix de Balsas                                                                                                             ;44479368;9701.06
2019;21;MA ;Maranhão            ;2110856;São Francisco do Brejão                                                                                                         ;99642948;8445.75
2019;21;MA ;Maranhão            ;2110906;São Francisco do Maranhão                                                                                                       ;76223160;6242.68
2019;21;MA ;Maranhão            ;2111003;São João Batista                                                                                                                ;123148646;5959.29
2019;21;MA ;Maranhão            ;2111029;São João do Carú                                                                                                                ;93763145;5931.37
2019;21;MA ;Maranhão            ;2111052;São João do Paraíso                                                                                                             ;120394736;10771.65
2019;21;MA ;Maranhão            ;2111078;São João do Soter                                                                                                               ;109227991;5890.52
2019;21;MA ;Maranhão            ;2111102;São João dos Patos                                                                                                              ;273652762;10553.93
2019;21;MA ;Maranhão            ;2111201;São José de Ribamar                      Região Metropolitana da Grande São Luís                                                ;2133552538;12007.36
2019;21;MA ;Maranhão            ;2111250;São José dos Basílios                                                                                                           ;53447408;6994.82
2019;21;MA ;Maranhão            ;2111300;São Luís                                 Região Metropolitana da Grande São Luís                                                ;32103746491;29135.32
2019;21;MA ;Maranhão            ;2111409;São Luís Gonzaga do Maranhão                                                                                                    ;139803328;7414.26
2019;21;MA ;Maranhão            ;2111508;São Mateus do Maranhão                                                                                                          ;321773759;7748.17
2019;21;MA ;Maranhão            ;2111532;São Pedro da Água Branca                                                                                                        ;106766787;8413.46
2019;21;MA ;Maranhão            ;2111573;São Pedro dos Crentes                                                                                                           ;53115339;11378.61
2019;21;MA ;Maranhão            ;2111607;São Raimundo das Mangabeiras                                                                                                    ;514141851;27249.41
2019;21;MA ;Maranhão            ;2111631;São Raimundo do Doca Bezerra                                                                                                    ;36194164;6911.24
2019;21;MA ;Maranhão            ;2111672;São Roberto                                                                                                                     ;40975142;6098.40
2019;21;MA ;Maranhão            ;2111706;São Vicente Ferrer                                                                                                              ;132458448;5953.99
2019;21;MA ;Maranhão            ;2111722;Satubinha                                                                                                                       ;77914651;5599.73
2019;21;MA ;Maranhão            ;2111748;Senador Alexandre Costa                                                                                                         ;88853199;7975.33
2019;21;MA ;Maranhão            ;2111763;Senador La Rocque                        Região Metropolitana do Sudoeste Maranhense                                            ;146337583;10238.41
2019;21;MA ;Maranhão            ;2111789;Serrano do Maranhão                                                                                                             ;53572770;5225.08
2019;21;MA ;Maranhão            ;2111805;Sítio Novo                                                                                                                      ;167624395;9270.75
2019;21;MA ;Maranhão            ;2111904;Sucupira do Norte                                                                                                               ;79726799;7495.94
2019;21;MA ;Maranhão            ;2111953;Sucupira do Riachão                                                                                                             ;41392805;7313.22
2019;21;MA ;Maranhão            ;2112001;Tasso Fragoso                                                                                                                   ;1207259195;141680.46
2019;21;MA ;Maranhão            ;2112100;Timbiras                                                                                                                        ;170569555;5856.67
2019;21;MA ;Maranhão            ;2112209;Timon                                    Região Integrada de Desenvolvimento da Grande Teresina                                 ;1899056832;11229.91
2019;21;MA ;Maranhão            ;2112233;Trizidela do Vale                                                                                                               ;332775495;15127.53
2019;21;MA ;Maranhão            ;2112274;Tufilândia                                                                                                                      ;49422870;8462.82
2019;21;MA ;Maranhão            ;2112308;Tuntum                                                                                                                          ;325230760;7774.69
2019;21;MA ;Maranhão            ;2112407;Turiaçu                                                                                                                         ;241082595;6771.22
2019;21;MA ;Maranhão            ;2112456;Turilândia                                                                                                                      ;162577295;6345.97
2019;21;MA ;Maranhão            ;2112506;Tutóia                                                                                                                          ;414405409;7040.53
2019;21;MA ;Maranhão            ;2112605;Urbano Santos                                                                                                                   ;196547619;5934.05
2019;21;MA ;Maranhão            ;2112704;Vargem Grande                                                                                                                   ;343226961;6073.74
2019;21;MA ;Maranhão            ;2112803;Viana                                                                                                                           ;406698785;7755.36
2019;21;MA ;Maranhão            ;2112852;Vila Nova dos Martírios                                                                                                         ;117705335;8789.23
2019;21;MA ;Maranhão            ;2112902;Vitória do Mearim                                                                                                               ;244006214;7447.39
2019;21;MA ;Maranhão            ;2113009;Vitorino Freire                                                                                                                 ;253531913;8042.76
2019;21;MA ;Maranhão            ;2114007;Zé Doca                                                                                                                         ;442966454;8565.70
2019;22;PI ;Piauí               ;2200053;Acauã                                                                                                                           ;55368978;7816.06
2019;22;PI ;Piauí               ;2200103;Agricolândia                                                                                                                    ;40855187;7950.03
2019;22;PI ;Piauí               ;2200202;Água Branca                                                                                                                     ;216571965;12438.80
2019;22;PI ;Piauí               ;2200251;Alagoinha do Piauí                                                                                                              ;59024603;7714.63
2019;22;PI ;Piauí               ;2200277;Alegrete do Piauí                                                                                                               ;42274565;8601.13
2019;22;PI ;Piauí               ;2200301;Alto Longá                                                                                                                      ;107804448;7536.66
2019;22;PI ;Piauí               ;2200400;Altos                                    Região Integrada de Desenvolvimento da Grande Teresina                                 ;455637362;11243.64
2019;22;PI ;Piauí               ;2200459;Alvorada do Gurguéia                                                                                                            ;62525007;11538.11
2019;22;PI ;Piauí               ;2200509;Amarante                                                                                                                        ;155944013;8861.46
2019;22;PI ;Piauí               ;2200608;Angical do Piauí                                                                                                                ;68824525;10139.15
2019;22;PI ;Piauí               ;2200707;Anísio de Abreu                                                                                                                 ;82141644;8313.93
2019;22;PI ;Piauí               ;2200806;Antônio Almeida                                                                                                                 ;86389401;27303.86
2019;22;PI ;Piauí               ;2200905;Aroazes                                                                                                                         ;49863106;8545.52
2019;22;PI ;Piauí               ;2200954;Aroeiras do Itaim                                                                                                               ;22512085;8824.81
2019;22;PI ;Piauí               ;2201002;Arraial                                                                                                                         ;39454389;8346.60
2019;22;PI ;Piauí               ;2201051;Assunção do Piauí                                                                                                               ;55546225;7079.56
